0,3
1,4
2,0
3,3
4,2
5,9
6,7
7,9
8,3
9,6
10,9
11,9
12,8
13,3
14,6
15,0
16,6
17,5
18,1
19,1
20,4
21,7
22,0
23,0
24,3
25,8
26,3
27,5
28,6
29,2
30,4
31,1
32,7
33,9
34,0
35,0
36,5
37,2
38,6
39,3
40,7
41,9
42,6
43,5
44,6
45,0
46,1
47,0
48,8
49,2
50,1
51,3
52,6
53,7
54,7
55,0
56,0
57,3
58,2
59,3
60,6
61,1
62,4
63,1
64,9
65,4
66,9
67,3
68,3
69,3
70,0
71,7
72,4
73,1
74,4
75,9
76,8
77,7
78,0
79,8
80,6
81,0
82,2
83,9
84,9
85,6
86,4
87,1
88,2
89,5
90,0
91,6
92,4
93,5
94,0
95,7
96,9
97,6
98,6
99,4
100,8
101,4
102,1
103,7
104,0
105,0
106,1
107,8
108,2
109,4
110,3
111,1
112,7
113,6
114,0
115,2
116,5
117,7
118,6
119,9
120,0
121,4
122,4
123,7
124,7
125,8
126,3
127,3
128,7
129,9
130,3
131,4
132,6
133,8
134,5
135,8
136,9
137,3
138,1
139,6
140,6
141,6
142,6
143,9
144,6
145,6
146,7
147,9
148,5
149,1
150,6
151,7
152,9
153,3
154,1
155,0
156,7
157,8
158,3
159,1
160,3
161,7
162,8
163,8
164,2
165,2
166,4
167,3
168,1
169,7
170,6
171,9
172,8
173,8
174,5
175,7
176,8
177,5
178,6
179,1
180,5
181,3
182,0
183,0
184,8
185,9
186,3
187,8
188,8
189,8
190,7
191,9
192,2
193,3
194,6
195,0
196,7
197,4
198,1
199,2
200,1
201,5
202,6
203,7
204,4
205,5
206,8
207,5
208,9
209,5
210,7
211,1
212,1
213,7
214,6
215,1
216,8
217,7
218,7
219,7
220,6
221,7
222,6
223,9
224,9
225,1
226,6
227,8
228,3
229,1
230,7
231,1
232,2
233,6
234,4
235,8
236,1
237,4
238,2
239,7
240,3
241,2
242,9
243,8
244,7
245,7
246,6
247,7
248,1
249,8
250,7
251,1
252,4
253,2
254,1
255,8
256,3
257,9
258,4
259,4
260,2
261,8
262,1
263,2
264,0
265,4
266,9
267,3
268,7
269,5
270,7
271,0
272,9
273,2
274,2
275,9
276,4
277,0
278,7
279,4
280,3
281,0
282,3
283,3
284,1
285,2
286,8
287,8
288,6
289,0
290,7
291,1
292,5
293,6
294,9
295,0
296,7
297,5
298,8
299,0
300,3
301,8
302,7
303,7
304,0
305,0
306,5
307,2
308,6
309,9
310,7
311,6
312,0
313,2
314,5
315,0
316,4
317,8
318,6
319,5
320,5
321,9
322,0
323,8
324,5
325,6
326,6
327,1
328,1
329,3
330,3
331,4
332,9
333,1
334,7
335,9
336,3
337,6
338,7
339,7
340,0
341,8
342,5
343,1
344,9
345,6
346,8
347,4
348,2
349,8
350,4
351,3
352,9
353,5
354,9
355,3
356,3
357,0
358,4
359,7
360,4
361,6
362,2
363,2
364,1
365,5
366,5
367,8
368,2
369,7
370,7
371,1
372,9
373,2
374,6
375,5
376,3
377,0
378,5
379,0
380,7
381,2
382,1
383,4
384,6
385,5
386,9
387,1
388,4
389,6
390,4
391,3
392,5
393,8
394,8
395,4
396,2
397,6
398,0
399,6
400,4
401,7
402,9
403,5
404,4
405,1
406,1
407,7
408,7
409,5
410,2
411,7
412,9
413,2
414,7
415,5
416,4
417,9
418,1
419,3
420,0
421,9
422,1
423,3
424,3
425,8
426,5
427,7
428,9
429,1
430,2
431,3
432,0
433,7
434,9
435,1
436,3
437,6
438,3
439,2
440,4
441,2
442,0
443,3
444,8
445,9
446,2
447,4
448,2
449,0
450,8
451,4
452,6
453,9
454,5
455,5
456,1
457,5
458,4
459,9
460,9
461,0
462,6
463,5
464,2
465,3
466,3
467,2
468,2
469,0
470,8
471,4
472,2
473,6
474,3
475,1
476,3
477,5
478,9
479,9
480,6
481,7
482,4
483,7
484,2
485,9
486,4
487,6
488,2
489,7
490,8
491,2
492,9
493,2
494,6
495,9
496,6
497,5
498,0
499,9
500,6
501,9
502,4
503,9
504,4
505,5
506,3
507,5
508,1
509,6
510,5
511,6
512,1
513,7
514,0
515,3
516,8
517,7
518,5
519,9
520,0
521,7
522,6
523,1
524,9
525,8
526,8
527,2
528,7
529,6
530,1
531,6
532,5
533,9
534,1
535,1
536,1
537,3
538,0
539,8
540,5
541,4
542,1
543,7
544,7
545,5
546,2
547,7
548,4
549,0
550,4
551,9
552,5
553,2
554,0
555,5
556,8
557,6
558,8
559,3
560,2
561,4
562,4
563,9
564,7
565,2
566,2
567,8
568,5
569,4
570,3
571,4
572,7
573,2
574,3
575,1
576,0
577,7
578,7
579,8
580,8
581,2
582,2
583,6
584,0
585,3
586,9
587,0
588,1
589,1
590,7
591,2
592,7
593,5
594,0
595,5
596,5
597,3
598,3
599,3
600,6
601,1
602,5
603,0
604,6
605,5
606,5
607,4
608,8
609,1
610,3
611,4
612,6
613,2
614,2
615,5
616,1
617,1
618,2
619,1
620,6
621,2
622,7
623,4
624,0
625,2
626,7
627,8
628,3
629,0
630,9
631,6
632,3
633,6
634,5
635,8
636,9
637,5
638,4
639,3
640,7
641,2
642,3
643,8
644,4
645,5
646,3
647,5
648,3
649,6
650,5
651,4
652,2
653,8
654,3
655,0
656,7
657,4
658,8
659,7
660,8
661,3
662,1
663,3
664,1
665,3
666,7
667,1
668,6
669,7
670,7
671,9
672,7
673,3
674,2
675,2
676,4
677,2
678,3
679,5
680,2
681,8
682,6
683,6
684,4
685,7
686,5
687,2
688,5
689,3
690,6
691,7
692,2
693,4
694,1
695,8
696,7
697,0
698,4
699,3
700,2
701,7
702,3
703,6
704,4
705,3
706,9
707,7
708,2
709,0
710,6
711,3
712,4
713,3
714,7
715,3
716,1
717,2
718,7
719,1
720,2
721,3
722,1
723,7
724,7
725,9
726,9
727,9
728,0
729,0
730,7
731,6
732,4
733,1
734,3
735,3
736,2
737,9
738,3
739,6
740,7
741,1
742,9
743,7
744,0
745,7
746,5
747,7
748,0
749,9
750,5
751,1
752,2
753,0
754,4
755,4
756,5
757,9
758,5
759,8
760,2
761,7
762,1
763,0
764,4
765,0
766,4
767,8
768,3
769,4
770,6
771,0
772,0
773,1
774,4
775,0
776,7
777,3
778,4
779,8
780,8
781,3
782,9
783,4
784,7
785,7
786,9
787,0
788,2
789,7
790,4
791,3
792,3
793,7
794,8
795,3
796,2
797,2
798,2
799,9
800,6
801,5
802,8
803,4
804,9
805,1
806,9
807,4
808,9
809,7
810,3
811,2
812,4
813,8
814,4
815,8
816,1
817,2
818,0
819,9
820,7
821,1
822,1
823,7
824,2
825,9
826,7
827,0
828,9
829,4
830,8
831,7
832,4
833,9
834,6
835,7
836,9
837,4
838,2
839,2
840,9
841,0
842,0
843,9
844,6
845,1
846,2
847,2
848,0
849,3
850,3
851,4
852,1
853,9
854,1
855,9
856,8
857,9
858,9
859,0
860,4
861,6
862,0
863,8
864,2
865,2
866,4
867,6
868,6
869,5
870,0
871,7
872,0
873,2
874,1
875,3
876,4
877,2
878,7
879,0
880,2
881,6
882,7
883,1
884,0
885,9
886,7
887,4
888,3
889,4
890,6
891,0
892,9
893,1
894,0
895,0
896,0
897,3
898,6
899,5
900,5
901,3
902,0
903,1
904,7
905,8
906,6
907,5
908,0
909,3
910,1
911,8
912,0
913,4
914,4
915,6
916,9
917,9
918,8
919,8
920,7
921,9
922,0
923,6
924,8
925,7
926,8
927,2
928,7
929,1
930,9
931,3
932,4
933,0
934,8
935,6
936,1
937,3
938,5
939,7
940,8
941,1
942,0
943,4
944,2
945,8
946,4
947,8
948,2
949,1
950,9
951,5
952,4
953,4
954,7
955,2
956,0
957,9
958,5
959,8
960,0
961,9
962,8
963,7
964,3
965,8
966,9
967,6
968,7
969,1
970,6
971,1
972,9
973,6
